id,12m_call_history,acq_method,ann_prm_amt,bi_limit_group,channel,digital_contact_ind,geo_group,has_prior_carrier,home_lot_sq_footage,household_group,household_policy_counts,newest_veh_age,pay_type_code,pol_edeliv_ind,prdct_sbtyp_grp,product_sbtyp,telematics_ind,tenure_at_snapshot,trm_len_mo,call_counts
73900,2,missing,808.3,NonAuto,Others,0,suburban,0,1236,1dwelling,1,-20,type1,0,B,type1,-2,2,12,0
73901,1,method4,555.77,NonAuto,Others,0,suburban,1,109471,1dwelling,1,-20,type2,0,C,type2,-2,275,12,139
73902,3,missing,610.32,NonAuto,Others,1,suburban,0,142726,1dwelling,1,-20,type1,1,C,type1,-2,9,12,5
73903,4,method4,2297.92,SPGrp2,Retail,1,urban,0,49993,2autodwelling,2,72,type3,1,C,type3,-1,20,6,0
73904,0,method3,308.34,NonAuto,Retail,0,suburban,1,24716,1dwelling,1,-20,type1,1,A,type1,-2,73,12,0
73905,11,missing,514.54,SPGrp1Miss,Retail,0,urban,1,48153,3autodwellingumb,4,32,type1,-1,B,type1,1,218,6,8
73906,2,method4,760.38,NonAuto,Others,1,suburban,0,19695,1dwelling,1,-20,type1,1,B,type1,-2,2,12,66
73907,0,method4,368.64,NonAuto,Others,1,urban,0,83685,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
73908,1,method2,1868.52,NonAuto,Others,1,rural,1,129792,3other,8,-20,type1,1,A,type1,-2,10,12,52
73909,1,missing,383.42,NonAuto,Retail,0,suburban,0,130342,1dwelling,1,-20,type1,0,A,type1,-2,8,12,0
73910,0,missing,166.29,NonAuto,Others,1,urban,0,47715,1dwelling,1,-20,type3,1,B,type3,-2,36,12,0
73911,3,missing,408.88,CSLGrp2,Retail,1,suburban,1,110518,2autodwelling,2,73,type1,1,C,type1,0,0,6,30
73912,3,missing,809.16,NonAuto,Retail,0,suburban,0,43895,1dwelling,1,-20,type1,0,B,type1,-2,64,12,0
73913,0,missing,508.89,NonAuto,Retail,0,rural,1,111200,1dwelling,1,-20,type1,0,A,type1,-2,158,12,0
73914,1,method3,3922.49,SPGrp4,Retail,0,suburban,0,139565,2autodwelling,2,24,type2,0,A,type2,-1,23,6,16
73915,6,method2,470.34,NonAuto,Retail,0,suburban,1,38167,3other,3,-20,type2,0,A,type2,-2,141,12,48
73916,0,method3,582.7,SPGrp1Miss,Retail,0,suburban,1,95536,2autodwelling,2,8,type1,1,C,type1,1,21,6,5
73917,0,missing,2118.8,NonAuto,Others,0,suburban,0,137697,1dwelling,1,-20,type1,0,A,type1,-2,52,12,153
73918,1,method2,214.93,NonAuto,Retail,0,suburban,0,41751,1dwelling,1,-20,type2,0,A,type2,-2,269,12,16
73919,3,method4,336.73,NonAuto,Retail,1,rural,1,69091,1dwelling,1,-20,type3,1,A,type3,-2,90,12,6
73920,0,method1,491.56,NonAuto,Others,1,suburban,1,112139,1dwelling,1,-20,type1,1,C,type1,-2,42,12,38
73921,0,method2,761.7,NonAuto,Retail,1,urban,0,110504,3other,4,-20,type3,1,C,type3,-2,11,12,0
73922,2,method3,4698.64,NonAuto,Others,0,urban,1,137703,1dwelling,1,-20,type1,1,C,type1,-2,19,12,101
73923,2,method1,226.58,CSLGrp2,Retail,0,urban,1,91027,2autodwelling,2,29,type3,0,A,type3,1,284,6,82
73924,1,missing,1720.63,NonAuto,Others,0,suburban,0,95910,1dwelling,1,-20,type1,0,B,type1,-2,168,12,46
73925,1,missing,517.34,NonAuto,Others,0,rural,1,77370,1dwelling,1,-20,type1,1,C,type1,-2,7,12,20
73926,1,method3,453.31,CSLGrp2,Retail,0,urban,1,57003,2autodwelling,2,8,type2,1,A,type2,0,16,6,0
73927,2,method4,807.71,NonAuto,Others,0,urban,1,14020,1dwelling,1,-20,type1,1,A,type1,-2,29,12,0
73928,1,method2,446.94,CSLGrp2,Retail,0,urban,0,44537,2autodwelling,2,8,type3,0,B,type3,-1,8,6,12
73929,1,method2,477.57,NonAuto,Others,1,suburban,0,106145,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
73930,2,method2,512.68,NonAuto,Others,1,rural,0,93674,1dwelling,1,-20,type2,1,B,type2,-2,160,12,45
73931,5,method2,387.74,NonAuto,Retail,0,suburban,0,133531,1dwelling,1,-20,type1,0,B,type1,-2,85,12,0
73932,6,method1,211.77,NonAuto,Retail,0,suburban,0,6960,3other,3,-20,type2,0,C,type2,-2,271,12,12
73933,2,method4,924.67,NonAuto,Others,0,suburban,0,41328,1dwelling,1,-20,type1,0,B,type1,-2,48,12,17
73934,1,method1,713.6,NonAuto,Others,0,urban,0,32745,1dwelling,1,-20,type1,1,A,type1,-2,0,12,4
73935,2,method3,88.81,NonAuto,Others,1,rural,0,20584,1dwelling,1,-20,type1,1,B,type1,-2,1,12,36
73936,5,method4,143.97,SPGrp2,Retail,0,rural,1,11729,2autodwelling,2,8,type1,1,C,type1,1,80,6,87
73937,0,method2,947.34,NonAuto,Others,0,urban,0,71351,1dwelling,1,-20,type3,1,C,type3,-2,2,12,23
73938,1,method1,1330.33,NonAuto,Retail,0,urban,1,40824,3other,3,-20,type3,0,A,type3,-2,113,12,0
73939,12,method3,64.18,NonAuto,Others,1,rural,0,143089,1dwelling,1,-20,type2,1,C,type2,-2,49,12,115
73940,1,method3,335.74,SPGrp1Miss,Retail,0,suburban,0,119309,2autodwelling,2,44,type1,0,A,type1,0,12,6,0
73941,2,method3,208.95,NonAuto,Others,0,urban,0,27164,1dwelling,1,-20,type1,0,C,type1,-2,1,12,7
73942,1,method2,1370.69,NonAuto,Retail,0,rural,0,136275,1dwelling,1,-20,type2,0,C,type2,-2,147,12,55
73943,1,method3,447.73,NonAuto,Retail,1,rural,1,76165,3other,4,-20,type1,1,A,type1,-2,4,12,10
73944,0,missing,732.33,SPGrp1Miss,Retail,0,rural,0,121333,2autodwelling,2,8,type1,0,A,type1,-1,83,6,0
73945,7,method3,687.53,SPGrp1Miss,Retail,0,rural,0,66873,2autodwelling,2,56,type1,0,C,type1,0,176,6,46
73946,6,method3,1408.33,NonAuto,Others,1,suburban,0,47794,1dwelling,1,-20,type1,1,C,type1,-2,12,12,66
73947,0,method1,1097.18,NonAuto,Retail,1,urban,0,147963,1dwelling,1,-20,type1,1,C,type1,-2,244,12,0
73948,1,method4,1022.88,CSLGrp2,Retail,0,suburban,0,145100,2autodwelling,2,8,type1,0,B,type1,-1,167,6,13
73949,3,method3,534.72,NonAuto,Others,0,suburban,1,38584,1dwelling,1,-20,type1,1,B,type1,-2,3,12,5
73950,3,missing,1366.22,CSLGrp2,Retail,1,urban,1,132317,2autodwelling,2,77,type1,1,B,type1,1,225,6,0
73951,1,method1,53.75,NonAuto,Retail,0,urban,0,28811,1dwelling,1,-20,type3,0,A,type3,-2,24,12,0
73952,5,method4,250.11,NonAuto,Retail,1,urban,0,48160,1dwelling,1,-20,type1,1,C,type1,-2,0,12,121
73953,1,missing,278.36,NonAuto,Others,1,suburban,1,99567,1dwelling,1,-20,type1,1,C,type1,-2,5,12,0
73954,4,method4,167.81,CSLGrp3,Retail,0,suburban,0,50282,2autodwelling,2,43,type2,0,B,type2,-1,225,6,0
73955,2,method4,397.58,NonAuto,Others,1,rural,1,94516,1dwelling,1,-20,type1,1,C,type1,-2,9,12,41
73956,0,method1,2152.97,NonAuto,Retail,1,rural,0,63093,1dwelling,1,-20,type2,1,B,type2,-2,221,12,0
73957,1,missing,1682.2,CSLGrp3,Retail,1,rural,1,15395,2autodwelling,2,64,type3,0,B,type3,0,173,6,8
73958,1,method1,287.05,SPGrp4,Retail,0,urban,0,18261,2autodwelling,2,52,type3,0,B,type3,-1,19,6,0
73959,1,missing,604.6,NonAuto,Others,0,rural,1,38120,1dwelling,1,-20,type1,1,A,type1,-2,3,12,0
73960,1,missing,1158.15,NonAuto,Others,1,rural,0,119293,1dwelling,1,-20,type1,1,C,type1,-2,24,12,0
73961,1,missing,388.02,CSLGrp3,Retail,1,rural,0,10911,2autodwelling,2,16,type2,0,B,type2,-1,187,6,26
73962,1,missing,923.34,NonAuto,Retail,0,urban,0,42949,3other,8,-20,type2,-1,B,type2,-2,246,12,68
73963,1,method3,900.27,SPGrp1Miss,Retail,0,rural,1,47235,2autodwelling,2,13,type1,0,A,type1,1,218,6,71
73964,2,method3,506.38,SPGrp4,Retail,0,rural,1,30327,2autodwelling,1,27,type2,0,C,type2,0,226,6,104
73965,1,method3,247.98,NonAuto,Retail,0,suburban,0,27449,3other,3,-20,type3,0,A,type3,-2,262,12,0
73966,4,method3,812.75,NonAuto,Retail,0,rural,0,13185,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
73967,1,method1,946.74,NonAuto,Retail,0,urban,1,64507,1dwelling,1,-20,type3,0,C,type3,-2,115,12,58
73968,5,method4,340.08,NonAuto,Others,0,rural,0,76720,1dwelling,1,-20,type1,0,A,type1,-2,133,12,40
73969,3,method2,49.85,NonAuto,Retail,0,suburban,1,147394,1dwelling,1,-20,type1,0,A,type1,-2,175,12,63
73970,0,missing,2226.48,NonAuto,Retail,1,urban,0,135078,3other,3,-20,type1,1,A,type1,-2,19,12,0
73971,1,method1,1084.89,NonAuto,Retail,0,suburban,1,13427,1dwelling,1,-20,type1,0,C,type1,-2,8,12,52
73972,1,method1,2221.33,NonAuto,Retail,0,suburban,1,107825,3other,3,-20,type3,0,A,type3,-2,35,12,0
73973,4,method4,1092.48,NonAuto,Others,1,rural,0,50500,1dwelling,1,-20,type1,1,A,type1,-2,0,12,39
73974,0,method3,557.97,NonAuto,Retail,1,rural,1,76211,1dwelling,1,-20,type1,0,B,type1,-2,170,12,78
73975,5,method3,2467.04,SPGrp2,Retail,0,suburban,0,8676,2autodwelling,2,56,type1,0,B,type1,-1,172,6,87
73976,3,method2,278.8,NonAuto,Retail,0,urban,0,86091,3other,4,-20,type2,-2,C,type2,-2,143,12,52
73977,13,method2,577.28,NonAuto,Retail,1,rural,1,32541,1dwelling,1,-20,type1,1,C,type1,-2,39,12,28
73978,0,method3,670,SPGrp4,Retail,1,rural,0,31444,2autodwelling,2,8,type1,0,C,type1,0,159,6,0
73979,2,method2,671.96,NonAuto,Retail,0,rural,1,104512,3other,3,-20,type1,0,C,type1,-2,187,12,149
73980,3,method2,1936.94,NonAuto,Retail,0,urban,1,29338,1dwelling,1,-20,type1,1,B,type1,-2,3,12,0
73981,16,method1,832.91,NonAuto,Retail,0,rural,1,86360,1dwelling,1,-20,type3,1,B,type3,-2,1,12,32
73982,2,method4,343.47,NonAuto,Others,0,rural,0,99739,1dwelling,1,-20,type1,0,A,type1,-2,152,12,64
73983,4,missing,233.12,NonAuto,Retail,1,urban,0,20495,3other,4,-20,type3,1,B,type3,-2,10,12,141
73984,4,method1,363.87,NonAuto,Retail,0,suburban,1,125128,1dwelling,1,-20,type1,0,C,type1,-2,202,12,113
73985,22,method4,1330.01,CSLGrp2,Retail,0,suburban,1,5939,2autodwelling,2,67,type2,0,A,type2,1,142,6,19
73986,0,method1,267.19,NonAuto,Retail,1,rural,1,120931,3other,3,-20,type1,1,A,type1,-2,114,12,0
73987,2,method4,78.94,NonAuto,Retail,0,urban,1,102029,1dwelling,1,-20,type1,0,A,type1,-2,191,12,117
73988,0,missing,843.08,NonAuto,Others,1,urban,1,56712,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
73989,2,method1,3148.03,NonAuto,Retail,0,urban,1,136621,3other,4,-20,type2,0,B,type2,-2,67,12,0
73990,0,missing,1607.65,NonAuto,Retail,1,suburban,1,35468,1dwelling,1,-20,type1,1,A,type1,-2,125,12,0
73991,0,method1,572.91,NonAuto,Retail,0,suburban,0,14850,1dwelling,2,-20,type1,0,B,type1,-2,124,12,31
73992,2,method1,378.79,NonAuto,Retail,0,suburban,1,104827,1dwelling,1,-20,type1,0,A,type1,-2,5,12,29
73993,0,method1,4093.56,SPGrp1Miss,Retail,0,suburban,1,53779,2autodwelling,2,5,type2,0,C,type2,1,168,6,0
73994,0,missing,1169.17,SPGrp4,Retail,0,urban,0,90004,2autodwelling,2,37,type3,1,B,type3,0,43,6,25
73995,3,method3,922.82,SPGrp1Miss,Retail,0,rural,0,78845,2autodwelling,2,22,type2,0,C,type2,0,157,6,23
73996,3,method4,507.9,NonAuto,Retail,0,rural,0,39049,1dwelling,1,-20,type1,0,C,type1,-2,197,12,0
73997,3,method2,312.9,NonAuto,Retail,0,suburban,1,143353,1dwelling,1,-20,type1,0,C,type1,-2,4,12,0
73998,2,method3,88.74,NonAuto,Retail,1,suburban,0,10996,1dwelling,1,-20,type1,1,A,type1,-2,18,12,72
73999,3,method1,748.99,NonAuto,Others,1,rural,1,83571,1dwelling,1,-20,type1,1,B,type1,-2,265,12,49
74000,1,method1,1108.65,CSLGrp2,Retail,1,suburban,1,139675,2autodwelling,2,84,type3,1,B,type3,-1,0,6,75
74001,7,method4,786.24,NonAuto,Others,1,urban,1,106011,1dwelling,1,-20,type1,1,B,type1,-2,1,12,64
74002,9,method2,353.88,NonAuto,Retail,0,urban,0,61218,1dwelling,1,-20,type2,0,B,type2,-2,137,12,42
74003,3,method1,1064.04,NonAuto,Retail,0,rural,0,73553,1dwelling,1,-20,type3,1,C,type3,-2,2,12,31
74004,1,method2,3203.3,NonAuto,Others,1,suburban,0,147689,1dwelling,1,-20,type1,1,C,type1,-2,150,12,0
74005,3,method4,1078.95,SPGrp4,Retail,0,suburban,1,108197,2autodwelling,2,8,type1,1,C,type1,1,1,6,20
74006,0,missing,2709.47,NonAuto,Retail,0,rural,1,129219,1dwelling,1,-20,type2,0,B,type2,-2,252,12,0
74007,0,method2,2289.81,SPGrp4,Retail,0,suburban,1,75459,2autodwelling,2,25,type2,0,C,type2,-1,211,6,0
74008,3,method1,1522.9,NonAuto,Retail,1,urban,1,87324,1dwelling,1,-20,type1,1,A,type1,-2,6,12,0
74009,3,method2,475.03,NonAuto,Retail,0,rural,0,149733,1dwelling,1,-20,type1,1,B,type1,-2,2,12,122
74010,0,method4,938.55,NonAuto,Retail,1,rural,1,93009,3other,4,-20,type2,1,B,type2,-2,228,12,141
74011,1,method3,842.47,NonAuto,Retail,0,rural,1,446,3other,3,-20,type1,0,A,type1,-2,341,12,4
74012,0,method3,1251.84,NonAuto,Others,0,urban,1,28565,1dwelling,1,-20,type2,0,B,type2,-2,151,12,11
74013,0,method1,394.62,NonAuto,Others,1,rural,1,11436,1dwelling,1,-20,type1,1,B,type1,-2,6,12,0
74014,2,method3,1951.26,NonAuto,Others,0,suburban,1,114520,1dwelling,1,-20,type1,1,B,type1,-2,129,12,49
74015,1,method4,155.93,NonAuto,Others,0,rural,1,59272,1dwelling,1,-20,type2,0,A,type2,-2,23,12,0
74016,3,method1,109.37,NonAuto,Retail,0,rural,0,143093,1dwelling,1,-20,type3,0,A,type3,-2,230,12,74
74017,0,method1,1614.73,NonAuto,Others,0,urban,1,53231,1dwelling,1,-20,type1,1,B,type1,-2,47,12,0
74018,0,method3,318.23,NonAuto,Retail,0,suburban,0,132286,1dwelling,1,-20,type1,0,A,type1,-2,296,12,0
74019,5,missing,812.87,NonAuto,Retail,0,suburban,1,18688,1dwelling,1,-20,type1,0,C,type1,-2,104,12,61
74020,6,method3,1302.72,NonAuto,Others,0,rural,1,69709,1dwelling,1,-20,type1,0,C,type1,-2,137,12,26
74021,4,method4,4098.24,NonAuto,Retail,0,rural,1,41574,1dwelling,1,-20,type3,0,B,type3,-2,264,12,38
74022,1,method4,1333.07,SPGrp3,Retail,0,suburban,1,114218,2autodwelling,2,35,type2,0,C,type2,1,336,6,87
74023,0,missing,238.74,NonAuto,Retail,0,urban,0,32720,3other,3,-20,type1,1,B,type1,-2,398,12,0
74024,1,missing,321.74,NonAuto,Others,0,rural,0,79618,1dwelling,1,-20,type1,1,C,type1,-2,80,12,45
74025,1,method4,321.07,SPGrp2,Retail,0,suburban,0,146400,2autodwelling,2,0,type2,0,A,type2,1,41,6,67
74026,3,method4,288.1,NonAuto,Retail,0,suburban,1,132991,1dwelling,1,-20,type1,0,B,type1,-2,120,12,10
74027,7,missing,881.22,NonAuto,Retail,0,urban,0,81814,1dwelling,1,-20,type2,0,B,type2,-2,181,12,6
74028,1,method1,861.15,NonAuto,Others,0,urban,1,3927,1dwelling,1,-20,type1,1,B,type1,-2,1,12,60
74029,1,method1,1838.64,SPGrp2,Retail,0,urban,1,91956,2autodwelling,2,3,type3,0,B,type3,0,55,6,19
74030,2,method1,259.39,NonAuto,Others,0,urban,1,84574,1dwelling,1,-20,type1,1,C,type1,-2,4,12,18
74031,1,method4,328.21,NonAuto,Others,1,urban,1,4056,1dwelling,1,-20,type1,1,A,type1,-2,5,12,0
74032,2,method1,3458.33,NonAuto,Retail,1,urban,0,88907,1dwelling,1,-20,type3,1,B,type3,-2,39,12,10
74033,5,method1,1256.79,NonAuto,Retail,0,rural,1,10772,1dwelling,1,-20,type1,1,A,type1,-2,17,12,32
74034,16,method4,172.38,CSLGrp1,Retail,0,suburban,1,17888,2autodwelling,2,87,type1,0,B,type1,-1,114,6,0
74035,2,method2,2785.63,CSLGrp1,Retail,1,urban,0,36267,2autodwelling,2,38,type1,1,C,type1,0,12,6,0
74036,3,method3,1502.11,NonAuto,Retail,0,urban,1,56206,1dwelling,1,-20,type2,0,A,type2,-2,83,12,14
74037,0,method4,1162.91,SPGrp2,Retail,1,suburban,1,21588,3autodwellingumb,3,97,type1,0,B,type1,0,125,6,0
74038,0,missing,1949.21,NonAuto,Others,0,suburban,0,94548,1dwelling,1,-20,type1,0,B,type1,-2,28,12,0
74039,0,method2,403.19,NonAuto,Others,0,rural,1,57790,1dwelling,1,-20,type1,0,C,type1,-2,69,12,0
74040,0,method2,1359.55,SPGrp3,Retail,0,suburban,1,124312,2autodwelling,2,39,type3,0,B,type3,1,175,6,0
74041,0,method1,373.41,CSLGrp3,Retail,0,rural,1,129565,2autodwelling,2,65,type2,0,A,type2,0,351,6,0
74042,6,missing,987.25,NonAuto,Others,0,suburban,0,545,1dwelling,1,-20,type2,0,C,type2,-2,151,12,61
74043,0,method2,2929.64,SPGrp1Miss,Retail,1,rural,0,77364,3autodwellingumb,4,55,type3,1,A,type3,1,299,6,10
74044,0,method4,434.68,NonAuto,Retail,0,suburban,0,6399,3other,3,-20,type3,0,A,type3,-2,96,12,0
74045,4,method2,383.74,NonAuto,Retail,1,suburban,1,18462,1dwelling,1,-20,type2,0,B,type2,-2,195,12,5
74046,3,method1,1538.17,NonAuto,Others,0,suburban,1,125311,1dwelling,1,-20,type1,0,B,type1,-2,125,12,0
74047,0,method3,464.83,SPGrp1Miss,Retail,0,suburban,1,67456,2autodwelling,2,8,type1,0,A,type1,-1,127,6,19
74048,5,method1,1466.12,SPGrp2,Retail,0,suburban,1,64253,2autodwelling,2,75,type1,0,C,type1,-1,90,6,63
74049,0,method2,389.59,NonAuto,Retail,0,rural,0,25321,1dwelling,1,-20,type3,0,A,type3,-2,15,12,20
74050,1,method3,2133.67,NonAuto,Retail,1,rural,0,93133,1dwelling,1,-20,type1,1,A,type1,-2,180,12,129
74051,3,missing,2006.2,NonAuto,Retail,0,rural,1,140865,1dwelling,1,-20,type1,1,B,type1,-2,1,12,58
74052,0,missing,4133.68,NonAuto,Retail,0,suburban,1,5749,1dwelling,1,-20,type2,0,B,type2,-2,281,12,0
74053,1,missing,1572.74,NonAuto,Others,1,suburban,0,104746,1dwelling,1,-20,type1,1,A,type1,-2,4,12,0
74054,2,missing,1797.9,NonAuto,Others,1,rural,1,68349,1dwelling,1,-20,type1,1,A,type1,-2,45,12,0
74055,0,method2,3163.58,CSLGrp1,Retail,0,rural,1,131942,2autodwelling,2,43,type2,-2,A,type2,1,155,6,0
74056,2,method4,1761.73,NonAuto,Others,0,suburban,0,131109,1dwelling,1,-20,type1,0,A,type1,-2,193,12,5
74057,1,method2,482.6,NonAuto,Retail,0,rural,1,115358,1dwelling,1,-20,type2,0,C,type2,-2,209,12,33
74058,1,method4,2065.74,CSLGrp2,Retail,0,urban,0,138864,2autodwelling,1,80,type2,0,C,type2,-1,293,6,0
74059,1,method2,10816.12,NonAuto,Others,0,urban,1,113330,1dwelling,1,-20,type1,1,B,type1,-2,5,12,0
74060,1,method3,187.84,SPGrp3,Retail,0,urban,1,114219,2autodwelling,2,32,type1,1,B,type1,-1,56,6,0
74061,1,method2,275.41,CSLGrp2,Retail,0,suburban,0,137775,2autodwelling,2,68,type1,0,A,type1,0,259,6,20
74062,1,method1,65.45,NonAuto,Others,1,suburban,0,114275,1dwelling,1,-20,type1,1,A,type1,-2,148,12,2
74063,0,method1,284.55,CSLGrp2,Retail,0,urban,1,125253,3autodwellingumb,4,8,type2,0,B,type2,-1,205,6,0
74064,8,missing,293.87,SPGrp3,Retail,1,rural,1,78862,2autodwelling,2,0,type1,0,A,type1,1,233,6,28
74065,6,method2,1973.39,NonAuto,Retail,0,urban,0,12311,1dwelling,1,-20,type2,0,A,type2,-2,243,12,0
74066,3,method1,2459.11,SPGrp4,Retail,0,urban,1,134632,2autodwelling,2,61,type3,0,A,type3,0,84,6,27
74067,0,method4,469.49,CSLGrp1,Retail,0,urban,1,143065,2autodwelling,2,57,type3,0,B,type3,0,123,6,0
74068,1,method2,295.88,NonAuto,Retail,0,suburban,0,79629,1dwelling,1,-20,type3,1,A,type3,-2,2,12,0
74069,1,method1,305.36,NonAuto,Others,0,urban,0,11238,1dwelling,1,-20,type1,0,B,type1,-2,213,12,127
74070,0,method2,3246.99,NonAuto,Retail,0,suburban,0,146905,1dwelling,1,-20,type1,0,C,type1,-2,150,12,48
74071,1,method3,391.6,NonAuto,Retail,1,suburban,0,86011,1dwelling,1,-20,type1,1,B,type1,-2,221,12,0
74072,0,method3,179.04,NonAuto,Retail,1,urban,1,97549,1dwelling,1,-20,type1,1,A,type1,-2,13,12,0
74073,0,method1,103.99,NonAuto,Retail,1,suburban,0,115415,3other,3,-20,type3,0,B,type3,-2,36,12,48
74074,1,method2,397.01,NonAuto,Others,0,suburban,0,49357,1dwelling,1,-20,type1,1,C,type1,-2,4,12,0
74075,0,missing,889.72,NonAuto,Retail,0,rural,0,78417,3other,4,-20,type3,0,B,type3,-2,31,12,0
74076,0,method2,1612.78,NonAuto,Others,0,suburban,0,87775,1dwelling,1,-20,type1,0,B,type1,-2,140,12,0
74077,3,method3,2024.77,NonAuto,Retail,0,rural,0,142657,1dwelling,1,-20,type3,0,C,type3,-2,242,12,0
74078,1,method2,2616.73,CSLGrp1,Retail,1,suburban,0,39530,2autodwelling,2,27,type1,1,B,type1,-1,5,6,91
74079,0,method2,3192.71,NonAuto,Others,1,suburban,1,22310,1dwelling,1,-20,type1,1,A,type1,-2,104,12,0
74080,19,method2,1346.5,SPGrp1Miss,Retail,0,rural,0,101480,2autodwelling,2,8,type3,0,A,type3,0,400,6,26
74081,0,missing,586.31,NonAuto,Others,0,rural,1,134813,1dwelling,1,-20,type2,0,B,type2,-2,45,12,0
74082,7,method1,485.29,NonAuto,Others,0,suburban,0,134830,1dwelling,1,-20,type1,0,A,type1,-2,126,12,102
74083,9,method3,370.4,NonAuto,Retail,0,suburban,0,110484,3other,3,-20,type1,0,A,type1,-2,84,12,43
74084,2,method3,8287.41,CSLGrp1,Retail,1,urban,1,20733,2autodwelling,2,0,type1,1,C,type1,-1,22,6,39
74085,2,method4,217.69,NonAuto,Retail,0,rural,1,122603,3other,6,-20,type1,1,A,type1,-2,3,12,0
74086,1,method1,1530.03,SPGrp2,Retail,1,rural,0,44054,3autodwellingumb,3,50,type2,0,B,type2,0,261,6,10
74087,5,method3,146.84,NonAuto,Others,0,suburban,0,98134,1dwelling,1,-20,type1,1,A,type1,-2,6,12,36
74088,2,method2,629.88,NonAuto,Others,0,rural,1,148194,1dwelling,1,-20,type1,0,C,type1,-2,3,12,0
74089,0,method3,427.21,NonAuto,Others,0,suburban,1,125251,1dwelling,1,-20,type1,1,B,type1,-2,0,12,4
74090,4,missing,396.42,NonAuto,Retail,1,suburban,1,94179,3other,4,-20,type2,0,B,type2,-2,76,12,0
74091,0,method1,336.88,NonAuto,Retail,0,urban,0,48429,1dwelling,1,-20,type1,0,A,type1,-2,265,12,0
74092,0,method1,651.63,NonAuto,Retail,0,suburban,0,283,1dwelling,1,-20,type1,1,B,type1,-2,5,12,0
74093,3,method2,780.15,NonAuto,Others,1,urban,0,113351,1dwelling,1,-20,type1,1,C,type1,-2,1,12,110
74094,6,method2,322.36,NonAuto,Others,0,rural,0,24044,1dwelling,1,-20,type3,0,C,type3,-2,32,12,49
74095,0,method2,507.64,NonAuto,Others,1,urban,1,44556,1dwelling,1,-20,type3,1,A,type3,-2,3,12,0
74096,1,missing,919.42,NonAuto,Others,0,rural,0,117350,1dwelling,1,-20,type1,0,A,type1,-2,126,12,13
74097,4,missing,375,NonAuto,Retail,0,rural,0,205,1dwelling,1,-20,type2,0,A,type2,-2,69,12,0
74098,4,method2,477.15,NonAuto,Retail,1,rural,1,32611,3other,3,-20,type2,0,C,type2,-2,104,12,125
74099,0,method4,3272.16,NonAuto,Retail,0,rural,1,119041,1dwelling,1,-20,type3,0,C,type3,-2,183,12,0
74100,4,method2,4668.5,NonAuto,Retail,1,rural,1,66965,1dwelling,1,-20,type1,1,A,type1,-2,9,12,93
74101,8,method2,358.73,NonAuto,Retail,0,rural,1,71429,1dwelling,1,-20,type1,1,A,type1,-2,36,12,0
74102,9,method2,4642.9,CSLGrp1,Retail,0,suburban,0,55609,2autodwelling,2,57,type2,0,A,type2,0,175,6,102
74103,0,method3,602.07,NonAuto,Others,1,urban,1,147625,1dwelling,1,-20,type1,1,A,type1,-2,4,12,0
74104,5,method1,1187.05,SPGrp1Miss,Retail,0,suburban,0,57868,2autodwelling,2,8,type2,0,B,type2,0,170,6,37
74105,5,missing,720.58,NonAuto,Retail,0,urban,1,89054,1dwelling,1,-20,type1,1,C,type1,-2,3,12,61
74106,0,method3,2618.05,CSLGrp1,Retail,0,urban,1,135982,3autodwellingumb,4,72,type2,-2,C,type2,-1,102,6,0
74107,3,method1,4579.3,CSLGrp2,Retail,0,urban,0,99603,2autodwelling,2,51,type2,0,B,type2,-1,42,6,88
74108,1,method4,182.16,NonAuto,Others,1,rural,1,77554,1dwelling,1,-20,type1,1,A,type1,-2,72,12,35
74109,0,missing,368.37,NonAuto,Retail,0,rural,1,55636,1dwelling,1,-20,type1,0,B,type1,-2,12,12,0
74110,1,method3,375.92,SPGrp4,Retail,1,rural,0,23485,2autodwelling,2,7,type1,0,B,type1,0,69,6,0
74111,3,method1,433.65,NonAuto,Retail,0,suburban,1,69388,1dwelling,1,-20,type1,0,B,type1,-2,85,12,0
74112,9,method3,695.63,NonAuto,Others,1,suburban,1,34927,3other,2,-20,type3,0,C,type3,-2,47,12,0
74113,5,method2,2731.61,NonAuto,Retail,0,suburban,1,2186,3other,4,-20,type2,0,B,type2,-2,267,12,24
74114,3,method3,459.93,NonAuto,Retail,0,rural,0,18415,1dwelling,1,-20,type2,0,A,type2,-2,112,12,1
74115,3,method1,994.16,NonAuto,Retail,0,urban,1,13190,1dwelling,1,-20,type2,0,B,type2,-2,246,12,122
74116,1,method1,588.53,NonAuto,Retail,0,suburban,1,144547,1dwelling,1,-20,type2,0,C,type2,-2,215,12,0
74117,3,method1,639.11,NonAuto,Others,1,urban,0,140141,1dwelling,1,-20,type1,1,C,type1,-2,24,12,63
74118,1,method1,2536.79,NonAuto,Others,1,suburban,1,73376,1dwelling,1,-20,type1,1,A,type1,-2,5,12,0
74119,29,method1,694.98,SPGrp3,Retail,0,suburban,1,75490,2autodwelling,2,91,type1,0,B,type1,-1,102,6,91
74120,49,method4,981.98,NonAuto,Retail,0,rural,0,58043,3other,3,-20,type2,-2,C,type2,-2,40,12,129
